conference,year,index,paper_id,given_name,family_name,org,institution,email,title
aies,2020,1,33756273375863,Markus,Anderljung,ox,university of oxfordoxfordunited kingdom,,Social and Governance Implications of Improved Data Efficiency
aies,2020,2,33756273375863,Allan,Dafoe,ox,university of oxfordoxfordunited kingdom,,Social and Governance Implications of Improved Data Efficiency
aies,2020,0,33756273375855,Abeba,Birhane,,university college dublindublinireland,,Robot Rights?
aies,2020,1,33756273375855,Jelle,van Dijk,ethz,university of twenteenschedenetherlands,,Robot Rights?
aies,2020,0,33756273375803,Carina,Prunkl,ox,university of oxfordoxfordunited kingdom,,Beyond Near- and Long-Term
aies,2020,1,33756273375803,Jess,Whittlestone,cam,university of cambridgecambridge united kingdom,,Beyond Near- and Long-Term
aies,2020,0,33756273375820,Inioluwa Deborah,Raji,toronto,university of torontotorontooncanada,,Saving Face
aies,2020,1,33756273375820,Timnit,Gebru,google,google researchsan franciscocausa,,Saving Face
aies,2020,2,33756273375820,Margaret,Mitchell,google,google researchsan franciscocausa,,Saving Face
aies,2020,3,33756273375820,Joy,Buolamwini,mit,massachusetts institute of technologycambridgemausa,,Saving Face
aies,2020,4,33756273375820,Joonseok,Lee,google,google researchsan franciscocausa,,Saving Face
aies,2020,5,33756273375820,Emily,Denton,google,google researchsan franciscocausa,,Saving Face
aies,2020,0,33756273375827,Baobao,Zhang,ox,university of oxfordoxfordunited kingdom,,U.S. Public Opinion on the Governance of Artificial Intelligence
aies,2020,1,33756273375827,Allan,Dafoe,ox,university of oxfordoxfordunited kingdom,,U.S. Public Opinion on the Governance of Artificial Intelligence
aies,2020,0,33756273375843,Sandhya,Saisubramanian,umass,university of massachusetts amherstamherstmausa,,Balancing the Tradeoff Between Clustering Value and Interpretability
aies,2020,1,33756273375843,Sainyam,Galhotra,umass,university of massachusetts amherstamherstmausa,,Balancing the Tradeoff Between Clustering Value and Interpretability
aies,2020,2,33756273375843,Shlomo,Zilberstein,umass,university of massachusetts amherstamherstmausa,,Balancing the Tradeoff Between Clustering Value and Interpretability
aies,2020,0,33756273375833,Himabindu,Lakkaraju,harvard,harvard universitycambridgemausa,,"""How do I fool you?"""
aies,2020,1,33756273375833,Osbert,Bastani,upenn,university of pennsylvaniaphiladelphiapausa,,"""How do I fool you?"""
aies,2020,0,33756273375875,Chris,Dulhanty,uwaterloo,university of waterloowaterloooncanada,,Investigating the Impact of Inclusion in Face Recognition Training Data on Individual Face Identification
aies,2020,1,33756273375875,Alexander,Wong,uwaterloo,university of waterloowaterloooncanada,,Investigating the Impact of Inclusion in Face Recognition Training Data on Individual Face Identification
aies,2020,0,33756273375811,Heidi A.,McKee,ox,miami universityoxfordohusa,,Ethics for AI Writing
aies,2020,1,33756273375811,James E.,Porter,ox,miami universityoxfordohusa,,Ethics for AI Writing
aies,2020,0,33756273375830,Dylan,Slack,ucsd,university of californiairvineirvinecausa,,Fooling LIME and SHAP
aies,2020,1,33756273375830,Sophie,Hilgard,harvard,harvard universitycambridgemausa,,Fooling LIME and SHAP
aies,2020,2,33756273375830,Emily,Jia,harvard,harvard universitycambridgemausa,,Fooling LIME and SHAP
aies,2020,3,33756273375830,Sameer,Singh,ucsd,university of californiairvineirvinecausa,,Fooling LIME and SHAP
aies,2020,4,33756273375830,Himabindu,Lakkaraju,harvard,harvard universitycambridgemausa,,Fooling LIME and SHAP
